840,Oliva,Medium,2004,80-84,80,120,200
840,Oliva,Medium,2004,>84,260,250,510
840,Oliva,Medium,2006,80-84,80,120,200
840,Oliva,Medium,2006,0-4,260,250,510
840,Oliva,Medium,2006,5-9,250,230,480
840,Oliva,Medium,2006,10-14,260,250,510
840,Oliva,Medium,2006,15-19,270,250,520
840,Oliva,Medium,2006,20-24,360,310,670
840,Oliva,Medium,2006,25-29,460,390,850
840,Oliva,Medium,2006,30-34,460,400,860
840,Oliva,Medium,2006,35-39,430,370,800
840,Oliva,Medium,2006,40-44,410,390,800
840,Oliva,Medium,2006,45-49,340,300,640
840,Oliva,Medium,2006,50-54,290,280,570
840,Oliva,Medium,2006,55-59,270,280,550
840,Oliva,Medium,2006,60-64,160,140,300
840,Oliva,Medium,2006,65-69,210,340,550
840,Oliva,Medium,2006,70-74,220,290,510
840,Oliva,Medium,2006,75-79,150,210,360
840,Oliva,Medium,2006,80-84,80,140,220
840,Oliva,Medium,2007,0-4,250,230,480
840,Oliva,Medium,2007,5-9,260,260,520
840,Oliva,Medium,2007,10-14,250,230,480
840,Oliva,Medium,2007,15-19,270,250,520
840,Oliva,Medium,2007,20-24,350,300,650
840,Oliva,Medium,2007,25-29,480,490,970
840,Oliva,Medium,2007,30-34,470,490,960
840,Oliva,Medium,2007,35-39,440,370,810
840,Oliva,Medium,2007,40-44,410,370,780
840,Oliva,Medium,2007,45-49,360,310,670
840,Oliva,Medium,2007,50-54,290,280,570
840,Oliva,Medium,2007,55-59,270,290,560
840,Oliva,Medium,2007,60-64,250,230,480
840,Oliva,Medium,2007,65-69,220,230,450
840,Oliva,Medium,2007,70-74,200,260,460
840,Oliva,Medium,2007,75-79,160,200,360
840,Oliva,Medium,2007,80-84,90,140,230
840,Oliva,Medium,2007,>84,40,130,170
840,Oliva,Medium,2008,0-4,200,230,430
840,Oliva,Medium,2008,5-9,260,240,500
840,Oliva,Medium,2008,10-14,270,230,500
840,Oliva,Medium,2008,15-19,350,300,650
840,Oliva,Medium,2008,20-24,480,400,880
840,Oliva,Medium,2008,25-29,480,400,880
840,Oliva,Medium,2008,30-34,450,380,830
840,Oliva,Medium,2008,35-39,420,380,800
840,Oliva,Medium,2008,40-44,350,320,670
840,Oliva,Medium,2008,45-49,260,250,510
840,Oliva,Medium,2008,50-54,290,280,570
840,Oliva,Medium,2008,55-59,270,290,560
840,Oliva,Medium,2008,60-64,240,240,480
840,Oliva,Medium,2008,65-69,210,250,460
840,Oliva,Medium,2008,70-74,200,260,460
840,Oliva,Medium,2008,75-79,150,200,350
840,Oliva,Medium,2008,80-84,90,140,230
840,Oliva,Medium,2008,>84,50,140,190
840,Oliva,Medium,2009,0-4,90,140,230
840,Oliva,Medium,2009,5-9,260,230,490
840,Oliva,Medium,2009,10-14,260,250,510
840,Oliva,Medium,2009,15-19,320,290,610
840,Oliva,Medium,2009,20-24,440,360,800
840,Oliva,Medium,2009,25-29,480,400,880
840,Oliva,Medium,2009,30-34,460,390,850
840,Oliva,Medium,2009,35-39,410,340,750
840,Oliva,Medium,2009,40-44,370,330,700
840,Oliva,Medium,2009,45-49,250,250,500
840,Oliva,Medium,2009,50-54,290,280,570
840,Oliva,Medium,2009,55-59,270,270,540
840,Oliva,Medium,2009,60-64,230,240,470
840,Oliva,Medium,2009,65-69,190,200,390
840,Oliva,Medium,2009,70-74,190,220,410
840,Oliva,Medium,2009,75-79,140,220,360
840,Oliva,Medium,2009,80-84,90,130,220
840,Oliva,Medium,2009,>84,50,120,170
840,Oliva,Medium,2006,80-84,80,120,200
840,Oliva,Medium,2006,0-4,260,250,510
840,Oliva,Medium,2006,5-9,250,230,480
840,Oliva,Medium,2006,10-14,260,250,510
840,Oliva,Medium,2006,15-19,270,250,520
840,Oliva,Medium,2016,10-14,310,270,580
840,Oliva,Medium,2016,15-19,400,320,720
840,Oliva,Medium,2016,20-24,460,390,850
840,Oliva,Medium,2016,25-29,480,400,880
840,Oliva,Medium,2016,30-34,420,360,780
840,Oliva,Medium,2016,35-39,400,350,750
840,Oliva,Medium,2016,40-44,270,250,520
840,Oliva,Medium,2016,45-49,310,300,610
840,Oliva,Medium,2016,50-54,280,280,560
840,Oliva,Medium,2016,55-59,240,270,510
840,Oliva,Medium,2016,60-64,210,240,450
840,Oliva,Medium,2016,65-69,180,210,390
840,Oliva,Medium,2016,70-74,160,240,400
840,Oliva,Medium,2016,75-79,100,150,250
840,Oliva,Medium,2016,80-84,50,140,190
840,Oliva,Medium,2016,>84,280,250,530
840,Oliva,Medium,2017,0-4,270,240,510
840,Oliva,Medium,2017,5-9,270,230,500
840,Oliva,Medium,2017,10-14,330,260,590
840,Oliva,Medium,2017,15-19,370,320,690
840,Oliva,Medium,2017,20-24,560,390,950
840,Oliva,Medium,2017,25-29,480,400,880
840,Oliva,Medium,2017,30-34,440,370,810
840,Oliva,Medium,2017,35-39,400,360,760
840,Oliva,Medium,2017,40-44,270,240,510
840,Oliva,Medium,2017,45-49,330,310,640
840,Oliva,Medium,2017,50-54,290,280,570
840,Oliva,Medium,2017,55-59,250,290,540
840,Oliva,Medium,2017,60-64,210,220,430
840,Oliva,Medium,2017,65-69,190,210,400
840,Oliva,Medium,2017,70-74,170,220,390
840,Oliva,Medium,2017,75-79,100,170,270
840,Oliva,Medium,2017,80-84,70,140,210
840,Oliva,Medium,2017,>84,270,230,500
840,Oliva,Medium,2018,0-4,250,250,500
840,Oliva,Medium,2018,5-9,270,230,500
840,Oliva,Medium,2018,10-14,290,250,540
840,Oliva,Medium,2018,15-19,320,320,640
840,Oliva,Medium,2018,20-24,450,370,820
840,Oliva,Medium,2018,25-29,480,390,870
840,Oliva,Medium,2018,30-34,420,380,800
840,Oliva,Medium,2018,35-39,410,360,770
840,Oliva,Medium,2018,40-44,270,230,500
840,Oliva,Medium,2018,45-49,350,320,670
840,Oliva,Medium,2018,50-54,290,270,560
840,Oliva,Medium,2018,55-59,250,270,520
840,Oliva,Medium,2018,60-64,210,250,460
840,Oliva,Medium,2018,65-69,190,210,400
840,Oliva,Medium,2018,70-74,150,220,370
840,Oliva,Medium,2018,75-79,100,190,290
840,Oliva,Medium,2018,80-84,80,150,230
840,Oliva,Medium,2018,>84,250,230,480
840,Oliva,Medium,2019,0-4,230,230,460
840,Oliva,Medium,2019,5-9,270,220,490
840,Oliva,Medium,2019,10-14,270,250,520
840,Oliva,Medium,2019,15-19,310,290,600
840,Oliva,Medium,2019,20-24,420,350,770
840,Oliva,Medium,2019,25-29,450,400,850
840,Oliva,Medium,2019,30-34,450,380,830
840,Oliva,Medium,2019,35-39,410,370,780
840,Oliva,Medium,2019,40-44,270,250,520
840,Oliva,Medium,2019,45-49,350,350,700
840,Oliva,Medium,2019,50-54,290,290,580
840,Oliva,Medium,2019,55-59,270,290,560
840,Oliva,Medium,2019,60-64,210,270,480
840,Oliva,Medium,2019,65-69,190,210,400
840,Oliva,Medium,2019,70-74,190,210,400
840,Oliva,Medium,2019,75-79,100,200,300
840,Oliva,Medium,2019,80-84,240,240,480
840,Oliva,Medium,2019,85-89,270,240,510
840,Oliva,Medium,2019,90-94,240,240,480
840,Oliva,Medium,2019,95-99,270,250,520
840,Oliva,Medium,2020,0-4,300,270,570
840,Oliva,Medium,2020,5-9,360,330,690
840,Oliva,Medium,2020,10-14,440,390,830
840,Oliva,Medium,2020,15-19,440,400,840
840,Oliva,Medium,2020,20-24,400,370,770
840,Oliva,Medium,2020,25-29,280,270,550
840,Oliva,Medium,2020,30-34,380,370,750
840,Oliva,Medium,2020,35-39,300,290,590
840,Oliva,Medium,2020,40-44,260,280,540
840,Oliva,Medium,2020,45-49,240,270,510
840,Oliva,Medium,2020,50-54,200,240,440
840,Oliva,Medium,2020,55-59,140,210,350
840,Oliva,Medium,2020,60-64,120,220,340
840,Oliva,Medium,2020,65-69,80,180,260
840,Oliva,Medium,2020,70-74,240,240,480
840,Oliva,Medium,2020,75-79,270,240,510
840,Oliva,Medium,2020,80-84,240,240,480
840,Oliva,Medium,2020,85-89,270,250,520
840,Oliva,Medium,2021,0-4,440,390,830
840,Oliva,Medium,2021,5-9,440,400,840
840,Oliva,Medium,2021,10-14,400,370,770
840,Oliva,Medium,2021,15-19,280,270,550
840,Oliva,Medium,2021,20-24,380,370,750
840,Oliva,Medium,2021,25-29,300,290,590
840,Oliva,Medium,2021,30-34,260,280,540
840,Oliva,Medium,2021,35-39,240,270,510
840,Oliva,Medium,2021,40-44,200,240,440
840,Oliva,Medium,2021,45-49,140,210,350
840,Oliva,Medium,2021,50-54,120,220,340
840,Oliva,Medium,2021,55-59,80,180,260
840,Oliva,Medium,2021,60-64,230,230,460
840,Oliva,Medium,2021,65-69,270,240,510
840,Oliva,Medium,2021,70-74,260,250,510
840,Oliva,Medium,2021,75-79,260,240,500
840,Oliva,Medium,2021,80-84,270,270,540
840,Oliva,Medium,2021,85-89,350,320,670
840,Oliva,Medium,2022,0-4,280,270,550
840,Oliva,Medium,2022,5-9,380,380,760
840,Oliva,Medium,2022,10-14,330,330,660
840,Oliva,Medium,2022,15-19,280,280,560
840,Oliva,Medium,2022,20-24,250,280,530
840,Oliva,Medium,2022,25-29,190,230,420
840,Oliva,Medium,2022,30-34,150,230,380
840,Oliva,Medium,2022,35-39,120,210,330
840,Oliva,Medium,2022,40-44,90,190,280
840,Oliva,Medium,2022,45-49,220,220,440
840,Oliva,Medium,2022,50-54,270,260,530
840,Oliva,Medium,2022,55-59,260,260,520
840,Oliva,Medium,2022,60-64,270,240,510
840,Oliva,Medium,2022,65-69,270,260,530
840,Oliva,Medium,2022,70-74,310,300,610
840,Oliva,Medium,2022,75-79,430,360,790
840,Oliva,Medium,2022,80-84,430,400,830
840,Oliva,Medium,2022,85-89,430,360,790
